date,close,high,low,open,volume,close_minmax,open_minmax,change_open_to_close,change_close_to_close
2010-06-29,1.5926669836044312,1.6666669845581055,1.1693329811096191,1.2666670083999634,281494500,0.001126412795129512,0.00040155307153055516,0.257368332041952,
2010-06-30,1.5886670351028442,2.0280001163482666,1.553333044052124,1.7193330526351929,257806500,0.0011180587998742039,0.0013548874649695608,-0.07599808386867164,-0.0025114782580187844
2010-07-01,1.4639999866485596,1.7280000448226929,1.3513330221176147,1.6666669845581055,123282000,0.0008576884648893463,0.001243970433077068,-0.12160017555233468,-0.07847273575876412
2010-07-02,1.2799999713897705,1.5399999618530273,1.24733304977417,1.5333329439163208,77097000,0.0004733997037118673,0.0009631631395351797,-0.1652171979553943,-0.12568307167816883
2010-07-06,1.0740000009536743,1.3333330154418945,1.0553330183029175,1.3333330154418945,103003500,4.3163470686863136e-05,0.0005419545842918997,-0.19449980723853283,-0.1609374805004331
2010-07-07,1.053333044052124,1.108667016029358,0.9986670017242432,1.0933330059051514,103825500,0.0,3.650411715200138e-05,-0.036585341919603054,-0.01924297661377916
2010-07-08,1.1640000343322754,1.1679999828338623,1.0379999876022339,1.0759999752044678,115671000,0.00023113085364794854,0.0,0.08178444345324946,0.10506362722128282
2010-07-09,1.159999966621399,1.1933330297470093,1.1033329963684082,1.1720000505447388,60759000,0.0002227766094209752,0.00020218033749193107,-0.010238979015199082,-0.0034364841863351314
2010-07-12,1.136667013168335,1.2046669721603394,1.1333329677581787,1.196666955947876,33037500,0.00017404513641278786,0.0002541299140064378,-0.050139215828864644,-0.02011461562453598
2010-07-13,1.2093329429626465,1.2426669597625732,1.1266670227050781,1.1593329906463623,40201500,0.00032580979850366107,0.00017550295795648049,0.04312820623555941,0.0639289510054164
2010-07-14,1.3226670026779175,1.3433330059051514,1.184000015258789,1.1959999799728394,62928000,0.000562510895217921,0.00025272523356994917,0.10590888363388992,0.09371617665324083
2010-07-15,1.3259999752044678,1.4333330392837524,1.2666670083999634,1.329332947731018,56097000,0.0005694718940062371,0.0005335302675722614,-0.0025072518756412395,0.0025198878627819
2010-07-16,1.3760000467300415,1.4199999570846558,1.3366669416427612,1.3799999952316284,39319500,0.0006738983285275802,0.0006402372751145348,-0.0028985134169623936,0.037707445294532294
2010-07-19,1.4606670141220093,1.4833329916000366,1.3946670293807983,1.4246670007705688,37297500,0.0008507274661010302,0.0007343079331073271,0.025269072233700136,0.061531224212653335
2010-07-20,1.3533329963684082,1.4566669464111328,1.3366669416427612,1.4566669464111328,27379500,0.0006265576112413977,0.0008017012115646688,-0.0709386248499109,-0.07348287920236107
2010-07-21,1.3480000495910645,1.3933329582214355,1.2999999523162842,1.3773330450057983,18787500,0.0006154196148254275,0.0006346205618482034,-0.02129695175839653,-0.0039406020481688175
2010-07-22,1.399999976158142,1.4166669845581055,1.3580000400543213,1.3666670322418213,14367000,0.0007240227980027594,0.0006121574746821716,0.024389952438995242,0.03857561176118107
2010-07-23,1.4193329811096191,1.4373329877853394,1.4040000438690186,1.4126670360565186,9804000,0.0007644002757556386,0.000709035485068318,0.0047186951227436245,0.01380928948622584
2010-07-26,1.3966670036315918,1.4333330392837524,1.3533329963684082,1.4333330392837524,13833000,0.0007170617992144433,0.0007525589874435161,-0.025580960354114873,-0.015969457329390924
2010-07-27,1.3700000047683716,1.4119999408721924,1.3506669998168945,1.3940000534057617,9295500,0.0006613670866729527,0.0006697220070433393,-0.01721667698559569,-0.019093312001988383
2010-07-28,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000,0.0006850363249435503,0.0006191768599053684,0.008272254525232474,0.008272254525232503
2010-07-29,1.3566670417785645,1.3919999599456787,1.3333330154418945,1.3846670389175415,9240000,0.000633520850774701,0.0006500662722706617,-0.020221465776253292,-0.017856629679271374
2010-07-30,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500,0.0005764328927945532,0.0005700366442638389,-0.01287185542065435,-0.020147975299607768
2010-08-02,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500,0.0007128848015867892,0.0006121574746821716,0.020487797304254183,0.049148019509556384
2010-08-03,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500,0.0008562954684223543,0.0006823581055328675,0.04523788256709716,0.049234677414874195
2010-08-04,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000,0.0007602232781279846,0.0008157402330710152,-0.0314350892648318,-0.03143508926483185
2010-08-05,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095825,11943000,0.0006474428483513333,0.0007581757007098475,-0.0506037626802034,-0.03809974068609223
2010-08-06,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500,0.0005277014197863659,0.0005559956142778693,-0.025373162875915144,-0.042053550458681865
2010-08-09,1.3066669702529907,1.3320000171661377,1.2966669797897339,1.3266669511795044,12190500,0.0005290944162533579,0.0005279155627855533,-0.015075359274407356,0.0005107013613774303
2010-08-10,1.2686669826507568,1.309999942779541,1.254667043685913,1.309999942779541,19219500,0.00044973046544126964,0.0004928141175904174,-0.03155187933908183,-0.029081616408254796
2010-08-11,1.1933330297470093,1.2586669921875,1.190000057220459,1.246000051498413,11964000,0.0002923935685107633,0.00035802756067573383,-0.04226887606310094,-0.05938040000563782
2010-08-12,1.1733330488204956,1.1933330297470093,1.1593329906463623,1.1866669654846191,10365000,0.00025062309429089215,0.00023306949879727145,-0.011236443797589106,-0.016759764816661193
2010-08-13,1.2213330268859863,1.2300000190734863,1.1773329973220825,1.2120000123977661,9510000,0.00035087228221291597,0.00028642199832859647,0.007700506924712154,0.040909082134644725
2010-08-16,1.2519999742507935,1.2533329725265503,1.2173329591751099,1.2300000190734863,7287000,0.00041492099000971466,0.0003243307959170865,0.017886142143216294,0.02510940643519488
2010-08-17,1.2766669988632202,1.2933330535888672,1.2519999742507935,1.2640000581741333,6718500,0.0004664387049235512,0.00039593635826422384,0.010021313375083619,0.019702096741006425
2010-08-18,1.2513329982757568,1.305999994277954,1.2400000095367432,1.305999994277954,9019500,0.00041352799354272266,0.000484390051930732,-0.041858343217237845,-0.019843859526424312
2010-08-19,1.25266695022583,1.2833329439163208,1.222000002861023,1.2359999418258667,8686500,0.00041631398647670666,0.0003369668944066146,0.01348463526247601,0.0010660247527327638
2010-08-20,1.273332953453064,1.2740000486373901,1.2339999675750732,1.2433329820632935,4440000,0.0004594754653902479,0.0003524105963494496,0.024128670133069244,0.016497603950921036
2010-08-23,1.3420000076293945,1.3593330383300781,1.2666670083999634,1.2726670503616333,16321500,0.0006028883729708001,0.00041418942108003616,0.05447847278521118,0.05392702198597554
